price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,nbr_bedrooms,equipped_kitchen,terrace_sqm,garden_sqm,state_building,primary_energy_consumption_sqm,heating_type,other_amenities
225000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2171725,4.3799821,1963.0,100.0,2.0,INSTALLED,5.0,0.0,MISSING,231.0,GAS,1
501000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2275,51.2383125,4.8171921,2024.0,187.0,3.0,MISSING,0.0,0.0,MISSING,99.0,MISSING,1
3500000.0,HOUSE,VILLA,Flanders,West Flanders,Brugge,8300,51.3533226,3.2963532,1935.0,277.0,6.0,MISSING,0.0,0.0,TO_RENOVATE,394.0,MISSING,0
347000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Mechelen,2820,51.0240727,4.5424491,2011.0,102.0,2.0,INSTALLED,,0.0,MISSING,113.0,GAS,1
110000.0,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6010,50.3934192,4.4691796,1918.0,150.0,2.0,INSTALLED,,0.0,TO_RENOVATE,386.0,FUELOIL,1
920000.0,HOUSE,VILLA,Flanders,West Flanders,Veurne,8670,51.1234059,2.6720993,1946.0,,4.0,INSTALLED,40.0,0.0,GOOD,139.0,GAS,2
1495000.0,HOUSE,EXCEPTIONAL_PROPERTY,Brussels-Capital,Brussels,Brussels,1083,50.8680822,4.321352,1922.0,583.0,5.0,MISSING,,0.0,GOOD,498.0,GAS,1
549000.0,HOUSE,VILLA,Flanders,East Flanders,Dendermonde,9240,51.065914,3.9873207,2001.0,185.0,4.0,HYPER_EQUIPPED,0.0,0.0,AS_NEW,142.0,GAS,1
175000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1160,50.822456,4.4069171,1968.0,38.0,0.0,INSTALLED,0.0,0.0,GOOD,265.0,MISSING,1
130000.0,APARTMENT,GROUND_FLOOR,Flanders,Limburg,Hasselt,3550,51.0418133,5.3006514,1982.0,49.0,1.0,MISSING,0.0,0.0,GOOD,221.0,GAS,2
165000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4430,50.6568111,5.5209982,1918.0,109.0,3.0,MISSING,0.0,0.0,MISSING,295.0,FUELOIL,0
300000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8028023,3.7696364,1938.0,204.0,4.0,INSTALLED,0.0,0.0,MISSING,286.0,GAS,1
265000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2225441,4.4797397,1978.0,102.0,2.0,INSTALLED,10.0,0.0,JUST_RENOVATED,119.0,GAS,1
159000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6425959,5.5334123,1981.0,100.0,2.0,INSTALLED,18.0,0.0,TO_BE_DONE_UP,353.0,PELLET,1
349000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8188585,3.429683,2023.0,124.0,3.0,MISSING,26.0,0.0,GOOD,99.0,MISSING,1
174400.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.315817,3.1400226,1970.0,87.0,2.0,MISSING,0.0,0.0,TO_BE_DONE_UP,560.0,MISSING,0
235000.0,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1020,50.8937882,4.3652405,1960.0,95.0,2.0,MISSING,0.0,0.0,GOOD,558.0,MISSING,1
415000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3071,50.9089208,4.577938,1990.0,213.0,5.0,SEMI_EQUIPPED,,,TO_BE_DONE_UP,411.0,ELECTRIC,2
160000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1210,50.8494105,4.3758664,1968.0,30.0,0.0,MISSING,0.0,0.0,GOOD,294.0,GAS,2
293319.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6860556,4.2075045,2024.0,,2.0,USA_INSTALLED,11.0,0.0,MISSING,63.0,MISSING,1
499000.0,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Flemish Brabant,Leuven,3460,50.9194375,4.932433,2023.0,231.0,3.0,USA_HYPER_EQUIPPED,0.0,630.0,AS_NEW,31.0,MISSING,1
399000.0,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2000,51.2252739,4.4136884,1905.0,210.0,2.0,MISSING,0.0,,TO_RENOVATE,836.0,MISSING,2
429000.0,HOUSE,TOWN_HOUSE,Flanders,Antwerp,Antwerp,2150,51.19957,4.4867528,1973.0,162.0,3.0,INSTALLED,0.0,,GOOD,136.0,GAS,2
335000.0,HOUSE,TOWN_HOUSE,Wallonia,Liège,Huy,4520,50.5673729,5.164802,2020.0,250.0,5.0,MISSING,0.0,0.0,MISSING,126.0,FUELOIL,1
365000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1589338,4.1616649,1958.0,200.0,4.0,NOT_INSTALLED,0.0,400.0,GOOD,711.0,GAS,2
675200.0,APARTMENT,PENTHOUSE,Wallonia,Liège,Liège,4600,50.7435081,5.6860814,2023.0,169.0,3.0,SEMI_EQUIPPED,51.0,0.0,MISSING,119.0,MISSING,3
282150.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1105471,2.644063,2023.0,69.0,1.0,MISSING,18.0,0.0,GOOD,0.0,MISSING,0
269000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1785,50.9095863,4.3058345,2022.0,80.0,1.0,MISSING,14.0,0.0,MISSING,40.0,GAS,0
198000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7600,50.5021648,3.5884888,2024.0,85.0,2.0,INSTALLED,11.0,0.0,AS_NEW,8704.0,GAS,1
189500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8156661,3.2800386,1965.0,,2.0,MISSING,0.0,0.0,GOOD,658.0,GAS,0
1250000.0,APARTMENT,DUPLEX,Flanders,West Flanders,Kortrijk,8500,50.826829,3.2659918,2012.0,,3.0,MISSING,0.0,0.0,AS_NEW,133.91,MISSING,2
345000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.3405582,3.2363966,1974.0,40.0,1.0,HYPER_EQUIPPED,0.0,0.0,GOOD,198.0,GAS,1
275000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8185931,4.3838131,1930.0,75.0,1.0,MISSING,0.0,0.0,TO_BE_DONE_UP,198.0,MISSING,3
349000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3080,50.817199,4.5063359,1931.0,144.0,3.0,INSTALLED,0.0,0.0,TO_RENOVATE,503.0,GAS,2
225000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2122434,2.912007,2008.0,86.0,2.0,MISSING,,0.0,GOOD,283.0,MISSING,0
375000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2180,51.2808794,4.4464632,1961.0,161.0,4.0,MISSING,0.0,99.0,GOOD,471.0,GAS,1
179000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2660,51.1802603,4.3554535,1963.0,,3.0,MISSING,0.0,0.0,TO_BE_DONE_UP,726.0,MISSING,1
649000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1150,50.8284984,4.4603389,1955.0,175.0,4.0,INSTALLED,6.0,25.0,GOOD,257.0,GAS,1
290000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8559457,3.2721524,1977.0,148.0,3.0,MISSING,0.0,0.0,GOOD,250.0,GAS,1
350000.0,HOUSE,VILLA,Wallonia,Namur,Philippeville,5660,50.1077815,4.5280842,2009.0,193.0,4.0,INSTALLED,0.0,0.0,MISSING,155.0,MISSING,2
499900.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9500,50.7918866,3.9271927,1994.0,260.0,5.0,INSTALLED,45.0,960.0,GOOD,199.0,MISSING,2
225000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9308,50.9571628,4.0305524,1930.0,158.0,2.0,INSTALLED,12.0,0.0,TO_BE_DONE_UP,1090.0,GAS,1
148000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1082,50.8649808,4.291156,2024.0,42.0,1.0,NOT_INSTALLED,8.0,0.0,MISSING,60.0,MISSING,0
336060.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5640,50.314189,4.6614885,2023.0,104.0,2.0,MISSING,18.0,0.0,MISSING,55.0,ELECTRIC,3
745000.0,HOUSE,MANSION,Flanders,Antwerp,Antwerp,2600,51.1991082,4.4184409,1914.0,205.0,5.0,HYPER_EQUIPPED,,147.0,AS_NEW,228.0,MISSING,1
175000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0326882,4.5042002,1918.0,95.0,2.0,MISSING,0.0,0.0,TO_RENOVATE,849.0,MISSING,0
635000.0,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1742,50.8771771,4.1215025,1990.0,330.0,5.0,USA_HYPER_EQUIPPED,40.0,0.0,GOOD,289.0,FUELOIL,2
285000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4121,50.5501247,5.4496144,1918.0,143.0,5.0,INSTALLED,88.0,500.0,GOOD,350.0,FUELOIL,2
379000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2620,51.1408952,4.3377583,1971.0,251.0,4.0,INSTALLED,,0.0,MISSING,355.0,GAS,1
220000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,50.8480716,4.4239712,1948.0,50.0,1.0,INSTALLED,0.0,0.0,GOOD,1402.0,GAS,1
575000.0,APARTMENT,DUPLEX,Flanders,Antwerp,Antwerp,2000,51.2062901,4.3904486,1999.0,170.0,2.0,HYPER_EQUIPPED,,0.0,GOOD,120.0,GAS,0
665000.0,HOUSE,VILLA,Flanders,East Flanders,Aalst,9450,50.8744243,4.0086287,1995.0,281.0,4.0,INSTALLED,0.0,0.0,GOOD,238.0,FUELOIL,1
245000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1893704,2.8189395,2001.0,69.0,2.0,INSTALLED,4.0,0.0,GOOD,210.0,ELECTRIC,1
249000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2217077,4.4625324,1933.0,145.0,6.0,NOT_INSTALLED,21.0,0.0,TO_RENOVATE,745.0,GAS,2
335000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4000,50.6203009,5.5771992,1959.0,155.0,4.0,INSTALLED,3.0,0.0,TO_BE_DONE_UP,176.0,GAS,1
480000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2150,51.1971531,4.4912481,2022.0,179.0,5.0,USA_HYPER_EQUIPPED,28.0,77.0,AS_NEW,30.0,MISSING,2
329000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1030,50.8653804,4.3893346,1958.0,120.0,2.0,HYPER_EQUIPPED,7.0,0.0,TO_BE_DONE_UP,200.0,MISSING,1
549000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.9004062,4.2273465,1966.0,167.0,4.0,MISSING,0.0,0.0,MISSING,385.0,GAS,2
305000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3018,50.9268788,4.7009698,1940.0,105.0,2.0,SEMI_EQUIPPED,5.0,125.0,GOOD,218.0,GAS,2
299400.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3800,50.7878325,5.1620926,2022.0,98.0,2.0,MISSING,20.0,59.0,GOOD,0.0,ELECTRIC,2
179000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8420,51.3012646,3.0790823,1987.0,442.0,1.0,USA_INSTALLED,35.0,0.0,GOOD,313.0,MISSING,1
474500.0,HOUSE,VILLA,Flanders,East Flanders,Sint-Niklaas,9120,51.2176997,4.2747032,1991.0,124.0,3.0,INSTALLED,0.0,,GOOD,261.0,GAS,3
695000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8465328,4.2697119,1934.0,380.0,6.0,MISSING,0.0,680.0,TO_RENOVATE,561.0,FUELOIL,1
449000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9340,50.9577941,3.9646881,1966.0,,3.0,INSTALLED,,0.0,AS_NEW,245.0,MISSING,1
352000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1300,50.7237045,4.6092538,2021.0,112.0,3.0,INSTALLED,13.0,80.0,AS_NEW,114.0,GAS,1
305000.0,HOUSE,TOWN_HOUSE,Flanders,West Flanders,Veurne,8660,51.0957765,2.5918106,2007.0,134.0,3.0,MISSING,,0.0,GOOD,136.0,MISSING,1
467000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1160,50.8182066,4.4248142,1932.0,136.0,3.0,USA_INSTALLED,12.0,0.0,GOOD,90.0,GAS,1
398000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.9816051,3.5658134,1966.0,226.0,3.0,SEMI_EQUIPPED,,0.0,TO_BE_DONE_UP,469.0,GAS,2
317000.0,HOUSE,VILLA,Wallonia,Liège,Liège,4400,50.6158856,5.4388415,2023.0,190.0,4.0,MISSING,20.0,160.0,AS_NEW,47.0,GAS,1
310000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4031,50.5955297,5.5699935,2024.0,96.0,2.0,INSTALLED,9.0,0.0,MISSING,45.0,GAS,2
590000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9200,51.0337566,4.0937931,1964.0,,6.0,MISSING,0.0,0.0,MISSING,424.0,FUELOIL,2
185000.0,APARTMENT,APARTMENT,Wallonia,Liège,Huy,4500,50.5222226,5.2444898,1830.0,81.0,2.0,INSTALLED,7.0,0.0,AS_NEW,353.0,GAS,2
255000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.3235119,4.9467392,2010.0,93.0,1.0,MISSING,0.0,0.0,AS_NEW,0.0,MISSING,1
197455.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7333,50.4669516,3.805533,2022.0,84.0,2.0,NOT_INSTALLED,4.0,0.0,AS_NEW,95.0,GAS,2
224000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9470,50.8961542,4.0693753,2005.0,78.0,2.0,INSTALLED,6.0,0.0,GOOD,115.0,MISSING,2
535000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9450,50.8993962,3.9931032,1972.0,454.0,5.0,MISSING,0.0,0.0,MISSING,151.0,MISSING,1
349000.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3770,50.8300723,5.63992,1973.0,190.0,3.0,INSTALLED,17.0,567.0,GOOD,366.0,GAS,1
120000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9200,51.0230602,4.1059861,1960.0,,2.0,INSTALLED,,0.0,MISSING,736.0,MISSING,1
110000.0,APARTMENT,FLAT_STUDIO,Wallonia,Liège,Liège,4000,50.6395349,5.5737307,1974.0,36.0,0.0,MISSING,0.0,0.0,MISSING,306.0,MISSING,1
299000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9320,50.9221158,4.055653,2010.0,102.0,2.0,INSTALLED,0.0,0.0,MISSING,336.0,ELECTRIC,1
1100000.0,HOUSE,EXCEPTIONAL_PROPERTY,Flanders,Antwerp,Turnhout,2300,51.3283607,4.9646426,2005.0,532.0,4.0,MISSING,,0.0,AS_NEW,140.0,GAS,1
245000.0,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.2168667,2.884835,2023.0,60.0,1.0,MISSING,,,MISSING,39.0,MISSING,1
420000.0,APARTMENT,APARTMENT,Wallonia,Liège,Waremme,4357,50.6427323,5.3220331,2023.0,105.0,2.0,INSTALLED,59.0,0.0,MISSING,78.0,GAS,2
249000.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3870,50.7747856,5.351775,1959.0,240.0,3.0,MISSING,0.0,0.0,GOOD,514.0,ELECTRIC,2
310000.0,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Mechelen,2500,51.1396768,4.5503972,2022.0,96.0,2.0,HYPER_EQUIPPED,10.0,62.0,AS_NEW,43.0,MISSING,1
235000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2170,51.2528234,4.4356719,1976.0,85.0,2.0,INSTALLED,2.0,0.0,GOOD,119.0,GAS,3
295000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.3349815,4.9654865,2024.0,93.0,2.0,MISSING,21.0,0.0,AS_NEW,10.0,MISSING,2
475000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Leuven,3472,50.886895,4.9988146,1991.0,215.0,3.0,INSTALLED,,,GOOD,189.0,GAS,3
294948.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6860556,4.2075045,2024.0,94.0,2.0,USA_INSTALLED,36.0,0.0,MISSING,63.0,MISSING,1
185000.0,APARTMENT,APARTMENT,Wallonia,Hainaut,Mons,7000,50.4526691,3.9534635,1966.0,130.0,3.0,INSTALLED,0.0,0.0,GOOD,147.0,GAS,2
325000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8550,50.8040241,3.339586,2021.0,112.0,3.0,MISSING,0.0,0.0,GOOD,35.0,MISSING,0
189500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8434,51.1681975,2.7766112,1974.0,54.0,1.0,SEMI_EQUIPPED,,0.0,MISSING,336.0,ELECTRIC,1
235000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2318755,2.9211131,2023.0,58.0,1.0,MISSING,4.0,0.0,GOOD,0.0,MISSING,0
565000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8670,51.1333202,2.6726957,1972.0,89.0,3.0,INSTALLED,0.0,0.0,MISSING,236.0,GAS,1
345000.0,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8660,51.0729621,2.5994558,1960.0,164.0,3.0,INSTALLED,,0.0,GOOD,336.0,GAS,1
125000.0,APARTMENT,FLAT_STUDIO,Flanders,Antwerp,Antwerp,2000,51.2205307,4.4169577,2014.0,18.0,1.0,HYPER_EQUIPPED,,0.0,AS_NEW,87.0,MISSING,2
619000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3550,51.0356774,5.2830756,2020.0,288.0,5.0,USA_INSTALLED,,,AS_NEW,23.0,GAS,2
675000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.1501772,2.7206796,2005.0,84.0,2.0,MISSING,0.0,0.0,MISSING,290.0,ELECTRIC,1
520000.0,HOUSE,MANSION,Wallonia,Hainaut,Charleroi,6000,50.4139575,4.4472792,1900.0,282.0,8.0,INSTALLED,,20.0,AS_NEW,217.0,GAS,1
160000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2350655,4.4555023,2023.0,,1.0,INSTALLED,3.0,0.0,JUST_RENOVATED,153.0,GAS,3
1290000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1000,50.854659,4.3438481,1947.0,700.0,4.0,MISSING,0.0,0.0,GOOD,256.0,GAS,2
265000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.1012529,2.592323,1918.0,128.0,2.0,MISSING,0.0,0.0,TO_RENOVATE,495.0,GAS,1
268700.0,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Gent,9890,50.9284071,3.679605,2021.0,76.0,1.0,HYPER_EQUIPPED,11.0,0.0,AS_NEW,1.0,GAS,1
89000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6850,49.8992651,5.0999278,1875.0,134.0,2.0,NOT_INSTALLED,10.0,580.0,TO_RENOVATE,520.0,GAS,1
120000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2100,51.2059738,4.4744424,1947.0,130.0,2.0,MISSING,0.0,0.0,MISSING,970.0,MISSING,1
160000.0,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7140,50.4544256,4.2382116,1955.0,92.0,3.0,SEMI_EQUIPPED,0.0,400.0,TO_BE_DONE_UP,693.0,MISSING,1
715000.0,HOUSE,VILLA,Flanders,East Flanders,Gent,9800,50.9676463,3.5795916,1899.0,208.0,3.0,MISSING,50.0,920.0,GOOD,206.0,MISSING,1
990000.0,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1200,50.8481458,4.4200129,2022.0,251.0,4.0,HYPER_EQUIPPED,16.0,0.0,AS_NEW,49.0,GAS,1
485000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.7545559,3.8799626,1971.0,294.0,4.0,INSTALLED,0.0,2093.0,GOOD,319.0,GAS,2
275000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9770,50.9320601,3.5375937,1954.0,211.0,3.0,MISSING,,0.0,TO_RENOVATE,843.0,FUELOIL,1
465000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8313106,3.2665135,2021.0,110.0,2.0,HYPER_EQUIPPED,9.0,0.0,GOOD,0.0,GAS,1
465000.0,APARTMENT,LOFT,Flanders,West Flanders,Kortrijk,8500,50.8327085,3.2820054,1908.0,180.0,2.0,INSTALLED,0.0,0.0,GOOD,135.0,GAS,2
189000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,50.7840441,3.8989082,1918.0,94.0,2.0,INSTALLED,16.0,197.0,MISSING,271.0,ELECTRIC,0
495000.0,HOUSE,VILLA,Flanders,Flemish Brabant,Leuven,3020,50.9052273,4.6655023,1968.0,238.0,4.0,MISSING,,687.0,MISSING,401.0,GAS,2
374000.0,HOUSE,MANSION,Flanders,Antwerp,Antwerp,2060,51.2259818,4.4204875,1899.0,193.0,3.0,MISSING,0.0,,AS_NEW,232.0,GAS,2
114900.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1090,50.8934178,4.3219938,1976.0,38.0,0.0,INSTALLED,6.0,0.0,MISSING,337.0,GAS,1
155000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5574,50.1035501,5.009879,1935.0,132.0,3.0,NOT_INSTALLED,,960.0,TO_RENOVATE,484.0,FUELOIL,1
299000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.180968,2.8157914,2021.0,79.0,2.0,MISSING,11.0,0.0,GOOD,0.0,MISSING,0
270000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8434,51.1701818,2.7762123,2001.0,62.0,2.0,HYPER_EQUIPPED,,0.0,GOOD,247.0,ELECTRIC,1
420000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Liège,4000,50.6410878,5.5726987,1942.0,,3.0,MISSING,,0.0,TO_BE_DONE_UP,259.0,MISSING,1
395000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1330,50.7046173,4.5263605,1960.0,110.0,3.0,USA_HYPER_EQUIPPED,0.0,0.0,TO_BE_DONE_UP,502.0,FUELOIL,1
440000.0,HOUSE,MANSION,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.927424,4.4237912,1850.0,320.0,5.0,INSTALLED,40.0,40.0,GOOD,621.0,GAS,0
625000.0,APARTMENT,PENTHOUSE,Flanders,West Flanders,Veurne,8660,51.1017394,2.5866038,1988.0,80.0,2.0,INSTALLED,190.0,0.0,GOOD,354.0,ELECTRIC,2
230000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4040,50.6611751,5.6285036,1966.0,,4.0,INSTALLED,10.0,0.0,JUST_RENOVATED,261.0,GAS,3
283000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3200,50.9891993,4.8324086,1996.0,81.0,2.0,HYPER_EQUIPPED,0.0,0.0,GOOD,197.0,GAS,2
1795000.0,HOUSE,VILLA,Flanders,Antwerp,Mechelen,2560,51.1704748,4.7020401,2014.0,610.0,6.0,HYPER_EQUIPPED,0.0,0.0,MISSING,134.0,GAS,1
265000.0,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4051,50.5962374,5.63098,2010.0,103.0,3.0,INSTALLED,10.0,0.0,MISSING,115.0,MISSING,2
385000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2470,51.2548353,5.0765879,1956.0,246.0,4.0,MISSING,,0.0,GOOD,188.0,GAS,1
210000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.32215,4.9399338,1977.0,119.0,3.0,SEMI_EQUIPPED,,0.0,TO_BE_DONE_UP,113.0,GAS,2
649000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3971,51.120323,5.2354167,1963.0,325.0,4.0,MISSING,0.0,0.0,GOOD,132.0,GAS,2
179500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2166587,2.9136548,1969.0,84.0,2.0,MISSING,0.0,21.0,GOOD,457.0,GAS,1
180000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2230,51.0561426,4.8790582,1968.0,,4.0,MISSING,0.0,0.0,GOOD,1030.0,MISSING,1
995000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9200,51.0316727,4.0486052,1996.0,346.0,5.0,MISSING,0.0,970.0,MISSING,211.0,FUELOIL,3
440000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1083,50.8754815,4.3088171,1979.0,165.0,2.0,MISSING,44.0,0.0,TO_BE_DONE_UP,189.0,GAS,0
398000.0,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3770,50.832399,5.5870059,1956.0,316.0,5.0,INSTALLED,114.0,692.0,MISSING,259.0,GAS,2
85000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4102,50.5975782,5.5370653,1919.0,100.0,2.0,NOT_INSTALLED,3.0,,TO_RENOVATE,704.0,MISSING,3
260000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8554,50.7585977,3.3704079,1930.0,186.0,4.0,MISSING,0.0,0.0,GOOD,167.0,GAS,1
350000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8630,51.0729505,2.6670336,2023.0,131.0,3.0,MISSING,0.0,0.0,MISSING,0.0,MISSING,0
445000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9040,51.0635717,3.7581725,1938.0,180.0,2.0,HYPER_EQUIPPED,0.0,40.0,AS_NEW,131.0,GAS,1
435000.0,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1410,50.6926796,4.4073319,1970.0,163.0,5.0,NOT_INSTALLED,25.0,0.0,TO_RENOVATE,539.0,MISSING,1
265000.0,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1080,50.8526436,4.3400451,2023.0,59.0,0.0,USA_HYPER_EQUIPPED,0.0,0.0,AS_NEW,20.0,MISSING,1
445900.0,APARTMENT,PENTHOUSE,Flanders,Flemish Brabant,Leuven,3200,51.004737,4.8356924,2023.0,125.0,2.0,INSTALLED,,0.0,GOOD,0.0,MISSING,2
406000.0,APARTMENT,PENTHOUSE,Brussels-Capital,Brussels,Brussels,1070,50.8278763,4.2991906,2016.0,114.0,2.0,HYPER_EQUIPPED,38.0,0.0,AS_NEW,89.0,GAS,2
460000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Arlon,6792,49.5527246,5.7434123,2005.0,145.0,3.0,HYPER_EQUIPPED,0.0,0.0,AS_NEW,230.0,FUELOIL,2
